,District,DateId,new_DateId,post_count
1274474,大安區,20160222,2016-02-22,2
1202456,大安區,20160221,2016-02-21,3
1224653,大安區,20160220,2016-02-20,8
1330445,大安區,20160219,2016-02-19,3
1199432,大安區,20160218,2016-02-18,2
1243909,大安區,20160217,2016-02-17,2
1156984,大安區,20160216,2016-02-16,3
1154850,大安區,20160215,2016-02-15,5
1154501,大安區,20160214,2016-02-14,3
1157858,大安區,20160213,2016-02-13,12
1182767,大安區,20160212,2016-02-12,3
1029619,大安區,20160211,2016-02-11,2
1029281,大安區,20160210,2016-02-10,1
1051509,大安區,20160209,2016-02-09,4
1076345,大安區,20160207,2016-02-07,2
1096682,大安區,20160206,2016-02-06,1
1118738,大安區,20160205,2016-02-05,4
1101721,大安區,20160204,2016-02-04,9
1325042,大安區,20160203,2016-02-03,4
1347155,大安區,20160202,2016-02-02,3
1191068,大安區,20160201,2016-02-01,5
1216507,大安區,20160131,2016-01-31,3
1238602,大安區,20160130,2016-01-30,2
1263540,大安區,20160129,2016-01-29,10
1148725,大安區,20160128,2016-01-28,6
1152402,大安區,20160127,2016-01-27,1
1152444,大安區,20160126,2016-01-26,1
1044295,大安區,20160125,2016-01-25,4
1024135,大安區,20160124,2016-01-24,4
1045786,大安區,20160123,2016-01-23,11
1071324,大安區,20160122,2016-01-22,8
1091512,大安區,20160121,2016-01-21,6
1113489,大安區,20160120,2016-01-20,5
1149445,大安區,20160119,2016-01-19,0
1040965,大安區,20160118,2016-01-18,5
1043058,大安區,20160117,2016-01-17,2
979304,大安區,20160116,2016-01-16,6
1135748,大安區,20160115,2016-01-15,4
1015633,大安區,20160114,2016-01-14,1
1040205,大安區,20160113,2016-01-13,10
1062366,大安區,20160112,2016-01-12,0
974910,大安區,20160111,2016-01-11,5
1013735,大安區,20160110,2016-01-10,3
1015941,大安區,20160109,2016-01-09,10
1084536,大安區,20160108,2016-01-08,1
973799,大安區,20160107,2016-01-07,4
1163289,大安區,20160106,2016-01-06,1
1012639,大安區,20160105,2016-01-05,4
1034651,大安區,20160104,2016-01-04,5
970962,大安區,20160103,2016-01-03,3
1030369,大安區,20160102,2016-01-02,9
1055415,大安區,20160101,2016-01-01,5
1099570,大安區,20151231,2015-12-31,2
971814,大安區,20151230,2015-12-30,4
840623,大安區,20151229,2015-12-29,6
860825,大安區,20151228,2015-12-28,3
908049,大安區,20151227,2015-12-27,3
796736,大安區,20151226,2015-12-26,9
1154919,大安區,20151225,2015-12-25,1
1026473,大安區,20151224,2015-12-24,0
1047067,大安區,20151223,2015-12-23,2
1094157,大安區,20151222,2015-12-22,3
985196,大安區,20151221,2015-12-21,3
855378,大安區,20151220,2015-12-20,1
855220,大安區,20151219,2015-12-19,6
880204,大安區,20151218,2015-12-18,6
852825,大安區,20151217,2015-12-17,4
874571,大安區,20151216,2015-12-16,3
810281,大安區,20151215,2015-12-15,4
847077,大安區,20151214,2015-12-14,4
849853,大安區,20151213,2015-12-13,3
918848,大安區,20151212,2015-12-12,4
977030,大安區,20151211,2015-12-11,4
847102,大安區,20151210,2015-12-10,6
895984,大安區,20151209,2015-12-09,8
963144,大安區,20151208,2015-12-08,6
846057,大安區,20151207,2015-12-07,3
843392,大安區,20151206,2015-12-06,2
864009,大安區,20151205,2015-12-05,4
799440,大安區,20151204,2015-12-04,6
276736,大安區,20151203,2015-12-03,4
234284,大安區,20151202,2015-12-02,3
836072,大安區,20151201,2015-12-01,4
793747,大安區,20151130,2015-11-30,3
271226,大安區,20151129,2015-11-29,3
293631,大安區,20151128,2015-11-28,5
228822,大安區,20151127,2015-11-27,3
268566,大安區,20151126,2015-11-26,5
732242,大安區,20151125,2015-11-25,4
810648,大安區,20151124,2015-11-24,2
265189,大安區,20151123,2015-11-23,7
287734,大安區,20151122,2015-11-22,6
223319,大安區,20151121,2015-11-21,3
251370,大安區,20151120,2015-11-20,6
284870,大安區,20151119,2015-11-19,3
288736,大安區,20151118,2015-11-18,3
223768,大安區,20151117,2015-11-17,5
805363,大安區,20151116,2015-11-16,5
282311,大安區,20151115,2015-11-15,3
279551,大安區,20151114,2015-11-14,4
717857,大安區,20151113,2015-11-13,5
221655,大安區,20151112,2015-11-12,3
106001,大安區,20151111,2015-11-11,3
110754,大安區,20151110,2015-11-10,3
45448,大安區,20151109,2015-11-09,3
43424,大安區,20151108,2015-11-08,2
296617,大安區,20151107,2015-11-07,5
737278,大安區,20151106,2015-11-06,6
232332,大安區,20151105,2015-11-05,1
100865,大安區,20151104,2015-11-04,6
144844,大安區,20151103,2015-11-03,3
57186,大安區,20151102,2015-11-02,1
120139,大安區,20151101,2015-11-01,2
167212,大安區,20151031,2015-10-31,6
57613,大安區,20151030,2015-10-30,4
95206,大安區,20151029,2015-10-29,8
95022,大安區,20151028,2015-10-28,1
164454,大安區,20151027,2015-10-27,5
54851,大安區,20151026,2015-10-26,6
89431,大安區,20151025,2015-10-25,4
48965,大安區,20151024,2015-10-24,4
51968,大安區,20151023,2015-10-23,3
89047,大安區,20151022,2015-10-22,1
134247,大安區,20151021,2015-10-21,5
159049,大安區,20151020,2015-10-20,4
50990,大安區,20151019,2015-10-19,6
42858,大安區,20151018,2015-10-18,5
66433,大安區,20151017,2015-10-17,8
2233,大安區,20151016,2015-10-16,2
2622,大安區,20151015,2015-10-15,9
125025,大安區,20151014,2015-10-14,4
103551,大安區,20151013,2015-10-13,3
40789,大安區,20151012,2015-10-12,5
605661,大安區,20151011,2015-10-11,5
1941,大安區,20151010,2015-10-10,6
608181,大安區,20151009,2015-10-09,5
628940,大安區,20151008,2015-10-08,4
19917,大安區,20151007,2015-10-07,3
574286,大安區,20151006,2015-10-06,6
80998,大安區,20151005,2015-10-05,8
622975,大安區,20151004,2015-10-04,5
16774,大安區,20151003,2015-10-03,5
16975,大安區,20151002,2015-10-02,2
78027,大安區,20151001,2015-10-01,3
11531,大安區,20150930,2015-09-30,2
72169,大安區,20150929,2015-09-29,3
13247,大安區,20150928,2015-09-28,1
34606,大安區,20150927,2015-09-27,3
637363,大安區,20150926,2015-09-26,3
662645,大安區,20150925,2015-09-25,4
5578,大安區,20150924,2015-09-24,6
10325,大安區,20150923,2015-09-23,7
477062,大安區,20150922,2015-09-22,7
474250,大安區,20150921,2015-09-21,3
472418,大安區,20150920,2015-09-20,7
520908,大安區,20150919,2015-09-19,1
452197,大安區,20150918,2015-09-18,2
47288,大安區,20150917,2015-09-17,6
40174,大安區,20150916,2015-09-16,3
68405,大安區,20150915,2015-09-15,7
631716,大安區,20150914,2015-09-14,4
1508,大安區,20150913,2015-09-13,2
27909,大安區,20150912,2015-09-12,2
469146,大安區,20150911,2015-09-11,1
489638,大安區,20150910,2015-09-10,4
537248,大安區,20150909,2015-09-09,6
446509,大安區,20150908,2015-09-08,8
65283,大安區,20150907,2015-09-07,7
44941,大安區,20150906,2015-09-06,5
79612,大安區,20150905,2015-09-05,3
79809,大安區,20150904,2015-09-04,6
535098,大安區,20150903,2015-09-03,2
560373,大安區,20150902,2015-09-02,7
448426,大安區,20150901,2015-09-01,5
62410,大安區,20150831,2015-08-31,6
64579,大安區,20150830,2015-08-30,5
461051,大安區,20150829,2015-08-29,8
76910,大安區,20150828,2015-08-28,4
76638,大安區,20150827,2015-08-27,5
76970,大安區,20150826,2015-08-26,7
556993,大安區,20150825,2015-08-25,5
559504,大安區,20150824,2015-08-24,7
59465,大安區,20150823,2015-08-23,5
61322,大安區,20150822,2015-08-22,13
4672280,大安區,20150821,2015-08-21,5
457992,大安區,20150820,2015-08-20,3
481045,大安區,20150819,2015-08-19,5
508823,大安區,20150818,2015-08-18,2
75950,大安區,20150817,2015-08-17,6
529458,大安區,20150816,2015-08-16,4
529307,大安區,20150815,2015-08-15,7
437861,大安區,20150814,2015-08-14,7
443388,大安區,20150813,2015-08-13,5
56535,大安區,20150812,2015-08-12,2
56596,大安區,20150811,2015-08-11,2
58592,大安區,20150810,2015-08-10,5
479914,大安區,20150809,2015-08-09,4
483062,大安區,20150808,2015-08-08,6
503878,大安區,20150807,2015-08-07,7
72846,大安區,20150806,2015-08-06,5
531441,大安區,20150805,2015-08-05,4
50794,大安區,20150804,2015-08-04,4
52566,大安區,20150803,2015-08-03,6
70641,大安區,20150802,2015-08-02,2
68311,大安區,20150801,2015-08-01,10
526558,大安區,20150731,2015-07-31,7
548876,大安區,20150730,2015-07-30,6
324889,大安區,20150729,2015-07-29,9
325523,大安區,20150728,2015-07-28,5
48033,大安區,20150727,2015-07-27,4
322159,大安區,20150726,2015-07-26,5
30198,大安區,20150725,2015-07-25,10
9278,大安區,20150724,2015-07-24,2
12307,大安區,20150723,2015-07-23,7
12983,大安區,20150722,2015-07-22,5
469586,大安區,20150721,2015-07-21,4
517981,大安區,20150720,2015-07-20,3
540606,大安區,20150719,2015-07-19,1
454283,大安區,20150718,2015-07-18,7
47461,大安區,20150717,2015-07-17,4
339570,大安區,20150716,2015-07-16,3
24229,大安區,20150715,2015-07-15,5
24097,大安區,20150714,2015-07-14,4
391612,大安區,20150713,2015-07-13,4
8831,大安區,20150712,2015-07-12,4
21694,大安區,20150711,2015-07-11,11
44169,大安區,20150710,2015-07-10,3
411978,大安區,20150709,2015-07-09,7
659,大安區,20150708,2015-07-08,2
3563,大安區,20150707,2015-07-07,4
356876,大安區,20150706,2015-07-06,3
40958,大安區,20150705,2015-07-05,5
311772,大安區,20150704,2015-07-04,7
40,大安區,20150703,2015-07-03,5
3335,大安區,20150702,2015-07-02,4
319330,大安區,20150701,2015-07-01,5
354177,大安區,20150630,2015-06-30,2
38817,大安區,20150629,2015-06-29,4
38614,大安區,20150628,2015-06-28,5
21128,大安區,20150627,2015-06-27,11
21360,大安區,20150626,2015-06-26,3
328563,大安區,20150625,2015-06-25,6
35232,大安區,20150624,2015-06-24,5
35641,大安區,20150623,2015-06-23,6
305973,大安區,20150622,2015-06-22,7
305903,大安區,20150621,2015-06-21,5
336549,大安區,20150620,2015-06-20,6
371366,大安區,20150619,2015-06-19,6
32796,大安區,20150618,2015-06-18,9
396926,大安區,20150617,2015-06-17,2
307708,大安區,20150615,2015-06-15,4
12599,大安區,20150614,2015-06-14,7
457193,大安區,20150613,2015-06-13,6
455278,大安區,20150612,2015-06-12,1
346234,大安區,20150610,2015-06-10,2
345754,大安區,20150608,2015-06-08,1
345475,大安區,20150607,2015-06-07,7
368714,大安區,20150606,2015-06-06,4
368406,大安區,20150605,2015-06-05,3
26508,大安區,20150601,2015-06-01,2
394857,大安區,20150531,2015-05-31,4
391003,大安區,20150530,2015-05-30,7
389216,大安區,20150529,2015-05-29,3
414765,大安區,20150528,2015-05-28,5
6334,大安區,20150524,2015-05-24,7
302356,大安區,20150523,2015-05-23,8
6901,大安區,20150521,2015-05-21,7
11962,大安區,20150513,2015-05-13,4
11734,大安區,20150512,2015-05-12,8
11659,大安區,20150510,2015-05-10,4
10119,大安區,20150507,2015-05-07,5
4445708,松山區,20180412,2018-04-12,0
4563195,松山區,20180411,2018-04-11,1
4487695,松山區,20180410,2018-04-10,4
4488310,松山區,20180409,2018-04-09,2
4508121,松山區,20180407,2018-04-07,1
4560480,松山區,20180406,2018-04-06,6
4529301,松山區,20180405,2018-04-05,1
4389033,松山區,20180404,2018-04-04,1
4465643,松山區,20180403,2018-04-03,3
4570043,松山區,20180402,2018-04-02,2
4584363,松山區,20180401,2018-04-01,2
4473723,松山區,20180331,2018-03-31,0
4385804,松山區,20180328,2018-03-28,3
4344497,松山區,20180327,2018-03-27,2
4383127,松山區,20180326,2018-03-26,3
4454243,松山區,20180325,2018-03-25,5
4537652,松山區,20180324,2018-03-24,2
4451202,松山區,20180323,2018-03-23,1
4422520,松山區,20180321,2018-03-21,1
4334071,松山區,20180318,2018-03-18,3
4163327,松山區,20180316,2018-03-16,1
4456053,松山區,20180315,2018-03-15,4
4347918,松山區,20180314,2018-03-14,3
4263508,松山區,20180313,2018-03-13,2
4213878,松山區,20180311,2018-03-11,4
4288298,松山區,20180310,2018-03-10,1
4152571,松山區,20180307,2018-03-07,2
4255455,松山區,20180306,2018-03-06,1
4149196,松山區,20180305,2018-03-05,4
4227792,松山區,20180304,2018-03-04,4
4224900,松山區,20180301,2018-03-01,2
4294658,松山區,20180228,2018-02-28,3
4053457,松山區,20180227,2018-02-27,0
4188539,松山區,20180226,2018-02-26,6
4073783,松山區,20180225,2018-02-25,2
4216820,松山區,20180222,2018-02-22,0
4269162,松山區,20180220,2018-02-20,1
3988347,松山區,20180207,2018-02-07,3
4199426,松山區,20180206,2018-02-06,0
4177239,松山區,20180202,2018-02-02,1
3980778,松山區,20180131,2018-01-31,0
4106830,松山區,20180129,2018-01-29,0
4000211,松山區,20180128,2018-01-28,0
4034327,松山區,20180126,2018-01-26,3
4082489,松山區,20180125,2018-01-25,3
3954688,松山區,20180124,2018-01-24,6
4078880,松山區,20180123,2018-01-23,0
3974275,松山區,20180121,2018-01-21,4
3862964,松山區,20180120,2018-01-20,4
3904237,松山區,20180119,2018-01-19,4
3801119,松山區,20180118,2018-01-18,2
4073367,松山區,20180116,2018-01-16,5
3876995,松山區,20180114,2018-01-14,4
3792266,松山區,20180113,2018-01-13,0
3874249,松山區,20180112,2018-01-12,3
3944378,松山區,20180111,2018-01-11,3
3848973,松山區,20180110,2018-01-10,0
3921000,松山區,20180109,2018-01-09,2
3789927,松山區,20180108,2018-01-08,1
3676625,松山區,20180107,2018-01-07,1
3784009,松山區,20180106,2018-01-06,1
3910752,松山區,20180104,2018-01-04,3
3828529,松山區,20180103,2018-01-03,2
3690576,松山區,20180102,2018-01-02,2
3688235,松山區,20180101,2018-01-01,2
3902427,松山區,20171230,2017-12-30,4
3798158,松山區,20171229,2017-12-29,3
3603137,松山區,20171227,2017-12-27,4
3702464,松山區,20171226,2017-12-26,3
3679172,松山區,20171225,2017-12-25,2
3596912,松山區,20171224,2017-12-24,1
3640174,松山區,20171223,2017-12-23,1
3723992,松山區,20171222,2017-12-22,3
3639064,松山區,20171221,2017-12-21,4
3746321,松山區,20171220,2017-12-20,2
3611467,松山區,20171219,2017-12-19,2
3541862,松山區,20171218,2017-12-18,3
3483022,松山區,20171217,2017-12-17,5
3712712,松山區,20171216,2017-12-16,1
3628194,松山區,20171215,2017-12-15,0
3535877,松山區,20171214,2017-12-14,4
3457587,松山區,20171213,2017-12-13,7
3320914,松山區,20171212,2017-12-12,3
3424794,松山區,20171211,2017-12-11,3
3578067,松山區,20171210,2017-12-10,3
3311831,松山區,20171209,2017-12-09,4
3525330,松山區,20171208,2017-12-08,0
3466999,松山區,20171207,2017-12-07,2
3571982,松山區,20171206,2017-12-06,1
3245203,松山區,20171204,2017-12-04,3
3134754,松山區,20171203,2017-12-03,3
3438023,松山區,20171202,2017-12-02,3
3345674,松山區,20171130,2017-11-30,4
3259467,松山區,20171129,2017-11-29,3
3279216,松山區,20171128,2017-11-28,4
3340462,松山區,20171127,2017-11-27,1
3259239,松山區,20171126,2017-11-26,3
3382956,松山區,20171125,2017-11-25,2
3140885,松山區,20171124,2017-11-24,2
3298011,松山區,20171123,2017-11-23,3
3157916,松山區,20171122,2017-11-22,1
3180189,松山區,20171121,2017-11-21,2
3096444,松山區,20171120,2017-11-20,6
3326601,松山區,20171119,2017-11-19,10
3221737,松山區,20171117,2017-11-17,2
3090886,松山區,20171116,2017-11-16,3
3067797,松山區,20171115,2017-11-15,0
2972617,松山區,20171114,2017-11-14,3
3104922,松山區,20171113,2017-11-13,3
3012227,松山區,20171112,2017-11-12,0
2793924,松山區,20171111,2017-11-11,1
2789064,松山區,20171110,2017-11-10,2
2939971,松山區,20171109,2017-11-09,0
2893888,松山區,20171108,2017-11-08,1
2805108,松山區,20171107,2017-11-07,2
2782185,松山區,20171106,2017-11-06,2
2779503,松山區,20171104,2017-11-04,2
2690320,松山區,20171101,2017-11-01,0
2603483,松山區,20171031,2017-10-31,0
2791336,松山區,20171030,2017-10-30,1
2732066,松山區,20171029,2017-10-29,2
2796997,松山區,20171028,2017-10-28,0
2830731,松山區,20171026,2017-10-26,1
2768563,松山區,20171025,2017-10-25,1
2611910,松山區,20171024,2017-10-24,2
2607358,松山區,20171023,2017-10-23,2
2604389,松山區,20171022,2017-10-22,4
2676562,松山區,20171021,2017-10-21,6
2813497,松山區,20171019,2017-10-19,0
2561673,松山區,20171016,2017-10-16,4
2427288,松山區,20171015,2017-10-15,2
2668172,松山區,20171014,2017-10-14,1
2556905,松山區,20171013,2017-10-13,3
2533827,松山區,20171011,2017-10-11,3
2421264,松山區,20171010,2017-10-10,2
2463886,松山區,20171009,2017-10-09,2
2598579,松山區,20171007,2017-10-07,5
2656706,松山區,20171006,2017-10-06,3
2550400,松山區,20171005,2017-10-05,4
2460028,松山區,20171004,2017-10-04,0
2590464,松山區,20171003,2017-10-03,2
2434655,松山區,20171002,2017-10-02,0
2483585,松山區,20171001,2017-10-01,2
2349458,松山區,20170930,2017-09-30,0
2418225,松山區,20170929,2017-09-29,1
2648943,松山區,20170928,2017-09-28,4
2564278,松山區,20170927,2017-09-27,3
2451978,松山區,20170926,2017-09-26,0
2471019,松山區,20170925,2017-09-25,7
2525590,松山區,20170924,2017-09-24,3
2275462,松山區,20170923,2017-09-23,1
2410007,松山區,20170921,2017-09-21,3
2409681,松山區,20170918,2017-09-18,4
2491822,松山區,20170917,2017-09-17,0
2334656,松山區,20170916,2017-09-16,1
2267000,松山區,20170915,2017-09-15,3
2357763,松山區,20170913,2017-09-13,2
2286818,松山區,20170912,2017-09-12,2
2375641,松山區,20170911,2017-09-11,2
2151923,松山區,20170908,2017-09-08,3
2452382,松山區,20170906,2017-09-06,3
2369299,松山區,20170905,2017-09-05,3
2257828,松山區,20170904,2017-09-04,1
2171319,松山區,20170903,2017-09-03,1
2080660,松山區,20170902,2017-09-02,7
2106214,松山區,20170901,2017-09-01,0
2168677,松山區,20170831,2017-08-31,5
2258614,松山區,20170830,2017-08-30,1
2160429,松山區,20170827,2017-08-27,0
2186421,松山區,20170826,2017-08-26,2
2095914,松山區,20170825,2017-08-25,4
2181200,松山區,20170824,2017-08-24,0
2091696,松山區,20170823,2017-08-23,0
2202925,松山區,20170821,2017-08-21,3
2138440,松山區,20170820,2017-08-20,3
2137685,松山區,20170819,2017-08-19,2
2030598,松山區,20170818,2017-08-18,2
2052309,松山區,20170817,2017-08-17,3
2149442,松山區,20170816,2017-08-16,1
2084398,松山區,20170814,2017-08-14,1
2020784,松山區,20170813,2017-08-13,1
1995704,松山區,20170812,2017-08-12,3
1905874,松山區,20170811,2017-08-11,0
1931349,松山區,20170810,2017-08-10,1
1880758,松山區,20170809,2017-08-09,1
1882794,松山區,20170808,2017-08-08,3
1990635,松山區,20170807,2017-08-07,4
1879997,松山區,20170806,2017-08-06,3
1950592,松山區,20170805,2017-08-05,0
1927971,松山區,20170803,2017-08-03,2
1985204,松山區,20170802,2017-08-02,3
1922173,松山區,20170801,2017-08-01,8
1812529,松山區,20170731,2017-07-31,1
1976499,松山區,20170729,2017-07-29,2
1889266,松山區,20170728,2017-07-28,2
1801982,松山區,20170727,2017-07-27,6
1832387,松山區,20170726,2017-07-26,1
1799292,松山區,20170725,2017-07-25,1
1796461,松山區,20170723,2017-07-23,1
1710901,松山區,20170722,2017-07-22,1
1820872,松山區,20170721,2017-07-21,1
1730366,松山區,20170720,2017-07-20,2
1815623,松山區,20170719,2017-07-19,4
1705492,松山區,20170718,2017-07-18,2
1812847,松山區,20170717,2017-07-17,1
1798835,松山區,20170716,2017-07-16,0
1615507,松山區,20170715,2017-07-15,3
1530687,松山區,20170714,2017-07-14,4
1581233,松山區,20170713,2017-07-13,1
1610224,松山區,20170711,2017-07-11,3
1570252,松山區,20170710,2017-07-10,4
1519853,松山區,20170709,2017-07-09,2
1571042,松山區,20170708,2017-07-08,5
1565035,松山區,20170707,2017-07-07,1
1536736,松山區,20170706,2017-07-06,6
1562010,松山區,20170705,2017-07-05,1
1533756,松山區,20170704,2017-07-04,4
1530986,松山區,20170703,2017-07-03,4
1446252,松山區,20170702,2017-07-02,5
1388382,松山區,20170701,2017-07-01,2
1548032,松山區,20170630,2017-06-30,7
1351036,松山區,20170628,2017-06-28,5
1404654,松山區,20170627,2017-06-27,7
1351130,松山區,20170626,2017-06-26,5
1345665,松山區,20170625,2017-06-25,4
1348637,松山區,20170624,2017-06-24,1
1342755,松山區,20170623,2017-06-23,1
1368224,松山區,20170622,2017-06-22,3
1341023,松山區,20170621,2017-06-21,2
1365303,松山區,20170620,2017-06-20,2
1387556,松山區,20170619,2017-06-19,2
1253686,松山區,20170618,2017-06-18,4
1164366,松山區,20170617,2017-06-17,2
1443640,松山區,20170616,2017-06-16,2
1250438,松山區,20170615,2017-06-15,0
1209013,松山區,20170614,2017-06-14,1
1213966,松山區,20170613,2017-06-13,2
1077634,松山區,20170612,2017-06-12,5
1180796,松山區,20170611,2017-06-11,0
1180420,松山區,20170610,2017-06-10,2
1172844,松山區,20170609,2017-06-09,2
1197590,松山區,20170608,2017-06-08,2
1173158,松山區,20170607,2017-06-07,2
1167109,松山區,20170606,2017-06-06,3
1084088,松山區,20170605,2017-06-05,3
995590,松山區,20170604,2017-06-04,2
1166443,松山區,20170603,2017-06-03,4
1078517,松山區,20170602,2017-06-02,3
990096,松山區,20170601,2017-06-01,3
989152,松山區,20170531,2017-05-31,3
906165,松山區,20170530,2017-05-30,2
904116,松山區,20170529,2017-05-29,5
1001189,松山區,20170528,2017-05-28,1
879123,松山區,20170527,2017-05-27,4
877957,松山區,20170526,2017-05-26,4
856127,松山區,20170525,2017-05-25,3
725884,松山區,20170524,2017-05-24,1
891904,松山區,20170523,2017-05-23,3
826254,松山區,20170522,2017-05-22,1
823663,松山區,20170521,2017-05-21,2
719697,松山區,20170520,2017-05-20,1
822336,松山區,20170519,2017-05-19,1
738795,松山區,20170518,2017-05-18,2
714380,松山區,20170517,2017-05-17,0
731452,松山區,20170516,2017-05-16,3
706106,松山區,20170515,2017-05-15,2
706250,松山區,20170514,2017-05-14,5
532544,松山區,20170513,2017-05-13,2
825592,松山區,20170512,2017-05-12,0
700257,松山區,20170511,2017-05-11,3
526906,松山區,20170510,2017-05-10,2
678266,松山區,20170509,2017-05-09,2
547812,松山區,20170508,2017-05-08,6
522179,松山區,20170507,2017-05-07,2
519494,松山區,20170506,2017-05-06,2
643372,松山區,20170505,2017-05-05,1
541200,松山區,20170504,2017-05-04,5
535432,松山區,20170503,2017-05-03,4
359096,松山區,20170502,2017-05-02,4
338268,松山區,20170501,2017-05-01,1
459000,松山區,20170430,2017-04-30,4
461339,松山區,20170429,2017-04-29,4
352747,松山區,20170428,2017-04-28,4
455810,松山區,20170427,2017-04-27,3
372563,松山區,20170426,2017-04-26,3
347256,松山區,20170425,2017-04-25,1
341192,松山區,20170424,2017-04-24,1
363951,松山區,20170423,2017-04-23,4
361772,松山區,20170422,2017-04-22,3
210864,松山區,20170421,2017-04-21,2
487262,松山區,20170420,2017-04-20,3
287499,松山區,20170419,2017-04-19,4
205174,松山區,20170418,2017-04-18,3
157603,松山區,20170417,2017-04-17,3
180181,松山區,20170416,2017-04-16,2
177102,松山區,20170415,2017-04-15,5
194686,松山區,20170414,2017-04-14,2
275630,松山區,20170413,2017-04-13,4
171778,松山區,20170412,2017-04-12,4
101599,松山區,20170411,2017-04-11,0
103966,松山區,20170410,2017-04-10,0
93057,松山區,20170409,2017-04-09,1
96455,松山區,20170408,2017-04-08,2
93528,松山區,20170407,2017-04-07,4
116083,松山區,20170406,2017-04-06,2
110097,松山區,20170405,2017-04-05,4
104098,松山區,20170404,2017-04-04,4
101545,松山區,20170403,2017-04-03,4
106569,松山區,20170402,2017-04-02,3
88226,松山區,20170401,2017-04-01,3
5360307,松山區,20170331,2017-03-31,5
95720,松山區,20170330,2017-03-30,2
82422,松山區,20170329,2017-03-29,3
5367468,松山區,20170328,2017-03-28,6
5366180,松山區,20170327,2017-03-27,5
5378340,松山區,20170326,2017-03-26,4
5366391,松山區,20170325,2017-03-25,1
5426487,松山區,20170324,2017-03-24,2
90197,松山區,20170323,2017-03-23,5
90999,松山區,20170322,2017-03-22,1
112487,松山區,20170321,2017-03-21,4
5362362,松山區,20170320,2017-03-20,2
5327189,松山區,20170319,2017-03-19,3
5270065,松山區,20170318,2017-03-18,3
85289,松山區,20170317,2017-03-17,0
5335207,松山區,20170316,2017-03-16,2
5279321,松山區,20170315,2017-03-15,1
5277602,松山區,20170314,2017-03-14,5
5278350,松山區,20170313,2017-03-13,1
5266095,松山區,20170312,2017-03-12,2
5276575,松山區,20170311,2017-03-11,2
5331956,松山區,20170310,2017-03-10,0
5285492,松山區,20170309,2017-03-09,1
5330601,松山區,20170308,2017-03-08,3
5285346,松山區,20170307,2017-03-07,3
5294266,松山區,20170306,2017-03-06,2
5294904,松山區,20170305,2017-03-05,2
5238862,松山區,20170304,2017-03-04,2
5185049,松山區,20170303,2017-03-03,4
5338396,松山區,20170302,2017-03-02,5
5281245,松山區,20170301,2017-03-01,1
5234135,松山區,20170228,2017-02-28,0
5246930,松山區,20170227,2017-02-27,0
5194463,松山區,20170226,2017-02-26,1
5205727,松山區,20170225,2017-02-25,0
5180982,松山區,20170224,2017-02-24,3
5193447,松山區,20170223,2017-02-23,4
5217209,松山區,20170222,2017-02-22,4
5179747,松山區,20170221,2017-02-21,4
5202863,松山區,20170220,2017-02-20,3
5241175,松山區,20170219,2017-02-19,1
5189016,松山區,20170218,2017-02-18,2
5200983,松山區,20170217,2017-02-17,1
5212785,松山區,20170216,2017-02-16,2
5242237,松山區,20170215,2017-02-15,3
5176304,松山區,20170214,2017-02-14,2
5211467,松山區,20170213,2017-02-13,3
5186231,松山區,20170212,2017-02-12,2
5176626,松山區,20170211,2017-02-11,3
5231480,松山區,20170210,2017-02-10,2
5152343,松山區,20170209,2017-02-09,4
5099707,松山區,20170208,2017-02-08,4
5124166,松山區,20170207,2017-02-07,1
5235580,松山區,20170206,2017-02-06,3
5250599,松山區,20170205,2017-02-05,3
5195326,松山區,20170204,2017-02-04,3
5218979,松山區,20170203,2017-02-03,2
5149796,松山區,20170202,2017-02-02,2
5150673,松山區,20170201,2017-02-01,4
5162617,松山區,20170131,2017-01-31,3
5097614,松山區,20170129,2017-01-29,5
5099110,松山區,20170128,2017-01-28,1
5098822,松山區,20170127,2017-01-27,3
5133101,松山區,20170126,2017-01-26,4
5148818,松山區,20170125,2017-01-25,1
5162876,松山區,20170124,2017-01-24,3
5096389,松山區,20170123,2017-01-23,1
5097869,松山區,20170122,2017-01-22,4
5119070,松山區,20170121,2017-01-21,5
5119782,松山區,20170120,2017-01-20,1
5131699,松山區,20170119,2017-01-19,2
5147463,松山區,20170118,2017-01-18,3
5171590,松山區,20170117,2017-01-17,6
5094935,松山區,20170116,2017-01-16,4
5096760,松山區,20170115,2017-01-15,7
5107284,松山區,20170114,2017-01-14,1
5145516,松山區,20170113,2017-01-13,4
5146185,松山區,20170112,2017-01-12,1
5157966,松山區,20170111,2017-01-11,3
5093455,松山區,20170110,2017-01-10,4
5104519,松山區,20170109,2017-01-09,5
5127349,松山區,20170108,2017-01-08,3
5144064,松山區,20170107,2017-01-07,5
5144657,松山區,20170106,2017-01-06,2
5102391,松山區,20170105,2017-01-05,2
5103213,松山區,20170104,2017-01-04,3
5115723,松山區,20170103,2017-01-03,3
5090794,松山區,20170102,2017-01-02,5
5059154,松山區,20170101,2017-01-01,2
5057770,松山區,20161231,2016-12-31,6
5007487,松山區,20161230,2016-12-30,0
5029307,松山區,20161229,2016-12-29,2
5087939,松山區,20161228,2016-12-28,6
5087821,松山區,20161227,2016-12-27,3
5067630,松山區,20161226,2016-12-26,3
5004944,松山區,20161225,2016-12-25,0
5038300,松山區,20161224,2016-12-24,1
5003523,松山區,20161223,2016-12-23,2
